symbol,sector,industry,website,longBusinessSummary,address1,city,state,zip,country,latitude,longitude,fullTimeEmployees
BNNR,Financial Services,Shell Companies,https://www.banneracquisition.com,"Banner Acquisition Corp. does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. Banner Acquisition Corp. was incorporated in 2021 and is based in Lehi, Utah.",300 S 1350 E,Lehi,UT,84043,United States,40.384415979676135,-111.82982598982278,
ALPA,Financial Services,Shell Companies,https://alphaspac.com,"Alpha Healthcare Acquisition Corp. III does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses or entities. The company was incorporated in 2021 and is based in New York, New York.",1177 Avenue of the Americas,New York,NY,10036,United States,40.75716260855884,-73.98265128675041,
ARYE,Financial Services,Shell Companies,,"ARYA Sciences Acquisition Corp V does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses in the healthcare or healthcare-related industries. The company was incorporated in 2021 and is based in New York, New York.",51 Astor Place,New York,NY,10003,United States,40.72994036633983,-73.99052248056536,
MCAA,Financial Services,Shell Companies,,"Mountain & Co. I Acquisition Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities in consumer Internet and B2B digital infrastructure sectors. The company was incorporated in 2021 and is based in Wilmington, Delaware.",4001 Kennett Pike,Wilmington,DE,19807,United States,39.779226980069296,-75.5971609873684,
MITA,Financial Services,Shell Companies,https://www.coliseumacq.com,"Coliseum Acquisition Corp. does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. Coliseum Acquisition Corp. was incorporated in 2021 and is based in New York, New York.",80 Pine Street,New York,NY,10005,United States,40.70591544299663,-74.00709526334288,
APMI,Financial Services,Shell Companies,,"AxonPrime Infrastructure Acquisition Corporation does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other similar business combination with one or more businesses. The company was incorporated in 2021 and is based in New York, New York.",126 East 56th Street,New York,NY,10022,United States,40.760466084238345,-73.97037205005547,
GLTA,Financial Services,Shell Companies,https://www.galatacorp.net,"Galata Acquisition Corp. does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or other business combination with one or more businesses or entities. The company intends to focus on technology-enabled financial services businesses. Galata Acquisition Corp. was incorporated in 2021 and is based in Washington, the District of Columbia.",2001 S Street SW,Washington,DC,20009,United States,38.91428481271225,-77.04520005595181,
GSQB,Financial Services,Shell Companies,https://gsqb.gsquaredascend.com,"G Squared Ascend II Inc. does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. G Squared Ascend II Inc. was incorporated in 2021 and is based in Chicago, Illinois.",205 North Michigan Avenue,Chicago,IL,60601,United States,41.88602299517302,-87.62353896518403,
LFAC,Financial Services,Shell Companies,https://www.lfcapital.co,"LF Capital Acquisition Corp. II does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses or entities. It intends to focus its search on a business in the financial technology or services, technology, digital asset, or consumer products sectors. LF Capital Acquisition Corp. II was incorporated in 2021 and is based in Dallas, Texas.",1909 Woodall Rodgers Freeway,Dallas,TX,75201,United States,32.789056013705704,-96.80315800793616,
SWAG,Communication Services,Advertising Agencies,https://www.stran.com,"Stran & Company, Inc. provides outsourced marketing solutions. The company offers clients custom sourcing services; and e-commerce solutions for promoting branded merchandise and other promotional products, managing promotional loyalty and incentives, print collateral and event assets, order and inventory management, designing and hosting online retail popup shops, fixed public retail online stores, and online business-to-business service offerings. It also provides creative and merchandising services; warehousing/fulfillment and distribution; print-on-demand services; kitting services; point of sale displays; and loyalty and incentive programs. Stran & Company, Inc. was founded in 1994 and is headquartered in Quincy, Massachusetts.",2 Heritage Drive,Quincy,MA,02171,United States,42.275739667134246,-71.03787781253358,98.0
ITAQ,Financial Services,Shell Companies,,"Industrial Tech Acquisitions II, Inc. does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company intends to focus its search on targets operating in the technology-focused areas, including software, mobile and IoT applications, digital and energy transformation, cloud, and cyber communications, as well as high bandwidth services, including LTE, remote sensing, and 5G communications. Industrial Tech Acquisitions II, Inc. was incorporated in 2021 and is based in Houston, Texas.",5090 Richmond Avenue,Houston,TX,77056,United States,29.732815003829458,-95.46439297286067,
LGST,Financial Services,Shell Companies,https://www.semperparatusspac.com,"Semper Paratus Acquisition Corporation does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company intends to acquire companies operating in the transportation, supply chain, and logistics industries. Semper Paratus Acquisition Corporation was incorporated in 2021 and is based in New York, New York.",767 Third Avenue,New York,NY,10017,United States,40.75433271040876,-73.97163084427436,
FSNB,Financial Services,Shell Companies,https://www.fusionacq.com,"Fusion Acquisition Corp. II does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company intends to acquire businesses in the wealth, financial advice, investment, and asset management sectors, as well as FinTech sector. Fusion Acquisition Corp. II was incorporated in 2021 and is based in New York, New York.",667 Madison Avenue,New York,NY,10065,United States,40.76462166419469,-73.97023936452821,
PUCK,Financial Services,Shell Companies,https://www.goalacquisitions.com,"Goal Acquisitions Corp. does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. Goal Acquisitions Corp. was incorporated in 2020 and is based in Bee Cave, Texas.",12600 Hill Country Blvd Building R,Bee Cave,TX,78738,United States,30.308152986833903,-97.93749898576061,
LATG,Financial Services,Shell Companies,https://www.latamgrowthspac.com,"LatAmGrowth SPAC does not have significant operations. The company focuses on effecting a merger, share exchange, share purchase, asset acquisition, reorganization, or similar business combination with one or more businesses. It intends to focus its search for an initial business combination on businesses in Latin America or Hispanic-owned businesses in the United States. LatAmGrowth SPAC was incorporated in 2021 and is based in Mexico City, Mexico.",Pedregal 24,Mexico City,DF,11000,Mexico,19.226510002848926,-99.12214001599799,
NBST,Financial Services,Shell Companies,,"Newbury Street Acquisition Corporation does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to focus on technology business in the consumer internet or media space, including sports and entertainment verticals. The company was incorporated in 2020 and is based in Boston, Massachusetts.",121 High Street,Boston,MA,02110,United States,42.35497903654118,-71.0541301551527,
FRBN,Financial Services,Shell Companies,https://forbion.com/en/feac/,"Forbion European Acquisition Corp. does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. It intends to identify opportunities in the life sciences industry in Europe. The company was incorporated in 2021 and is based in Wilmington, Delaware.",4001 Kennett Pike,Wilmington,DE,19807,United States,39.779226980069296,-75.5971609873684,
CCTS,Financial Services,Shell Companies,https://cactusac1.com,"Cactus Acquisition Corp. 1 Limited does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses in the technology-based healthcare industry. The company was incorporated in 2021 and is based in Cranbury, New Jersey.",4B Cedar Brook Drive,Cranbury,NJ,08512,United States,40.33206595926205,-74.50148110139209,
BRKH,Financial Services,Shell Companies,https://www.burtechacq.us,"Burtech Acquisition Corp. does not have significant operations. The company focuses to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to acquire a business, which operates in the retail, lifestyle, hospitality, technology, and real estate markets. The company was incorporated in 2021 and is based in Washington, District of Columbia.",1300 Pennsylvania Avenue NW,Washington,DC,20004,United States,38.89494738490086,-77.03021413508347,
TOAC,Financial Services,Shell Companies,,"Talon 1 Acquisition Corp. does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to identify business combination opportunities in the aerospace, aviation, and aviation services industries. The company was incorporated in 2021 and is based in Coral Gables, Florida.",2333 Ponce de Leon Boulevard,Coral Gables,FL,33134,United States,25.750348002533585,-80.25851302792249,
IFIN,Financial Services,Shell Companies,https://www.infintspac.com,"InFinT Acquisition Corporation does not have significant operations. The company focuses on share exchange, and share reconstruction and amalgamation with similar business combination with one or more businesses. It intends to focus on businesses in financial technology sections in North America, Asia, Latin America, Europe, and Israel. The company was incorporated in 2021 and is based in New York, New York.",32 Broadway,New York,NY,10004,United States,40.70592055595756,-74.01302152034502,
VAQC,Financial Services,Shell Companies,https://www.vectorcapital.com/spac2,"Vector Acquisition Corporation II does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2021 and is based in San Francisco, California.",One Market Street,San Francisco,CA,94105,United States,37.79386998982815,-122.39486700966715,
AGAC,Financial Services,Shell Companies,https://www.africangoldcorp.com,"African Gold Acquisition Corporation does not have significant operations. The company focuses on effecting a merger or mergers, asset acquisition, share purchase, reorganization, or other similar business combination with one or more businesses. African Gold Acquisition Corporation was incorporated in 2020 and is based in New York, New York.",322 West 52nd Street,New York,NY,10019-9998,United States,40.76393573114831,-73.98637343849352,
SAGA,Financial Services,Shell Companies,https://sagaliam.com,"Sagaliam Acquisition Corp. does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses in the telecommunications, media, and technology industries. The company was incorporated in 2021 and is based in Los Angeles, California.",1800 Avenue of the Stars,Los Angeles,CA,90067,United States,34.06101799293468,-118.41729797349186,
ARYD,Financial Services,Shell Companies,https://www.perceptivelife.com/arya4,"ARYA Sciences Acquisition Corp IV does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2020 and is based in New York, New York.",51 Astor Place,New York,NY,10003,United States,40.72994036633983,-73.99052248056536,
FMIV,Financial Services,Shell Companies,https://www.forummerger.com,"Forum Merger IV Corporation does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. Forum Merger IV Corporation was incorporated in 2021 and is based in Delray Beach, Florida.",1615 South Congress Avenue,Delray Beach,FL,33445,United States,26.437809991854152,-80.0916200317869,
SMAP,Financial Services,Shell Companies,https://www.sportsmaptech.com,"SportsMap Tech Acquisition Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization, or other similar business combination with one or more businesses or entities. The company was incorporated in 2021 and is headquartered in Houston, Texas.",5353 West Alabama,Houston,TX,77056,United States,29.73755300032792,-95.46897703570731,
FLME,Financial Services,Shell Companies,https://www.flameacq.com,"Flame Acquisition Corp. does not have significant operations. It focuses on effecting into a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company intends to identify, acquire, and operate a business in the energy industry primarily upstream exploration and production sector, and midstream sector and companies. Flame Acquisition Corp. was incorporated in 2020 and is based in Houston, Texas.",700 Milam Street,Houston,TX,77002,United States,29.760127980150344,-95.36561802745128,
VCXB,Financial Services,Shell Companies,https://www.10xspac.com/spaciii,"10X Capital Venture Acquisition Corp. III does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or assets. It intends to identify business opportunities in the field of consumer internet, e-commerce, software, healthcare, transportation/mobility, financial services, artificial intelligence, automation, data science, and Software-as-a-Service. The company was incorporated in 2021 and is based in New York, New York.",1 World Trade Center,New York,NY,10007,United States,40.713130000000035,-74.01387999999997,
KRNL,Financial Services,Shell Companies,https://www.kernelspac.com,"Kernel Group Holdings, Inc. does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization, or similar business combination with one or more businesses or entities. It intends to identify, acquire, and manage a business in the commerce enablement, supply chain, logistics and related technology infrastructure sectors. Kernel Group Holdings, Inc. was incorporated in 2020 and is based in New York, New York.",515 Madison Avenue,New York,NY,10022,United States,40.75967265328376,-73.97378599921883,
KYCH,Financial Services,Shell Companies,,"Keyarch Acquisition Corporation does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company intends to focus on disruptive technology and innovative services companies worldwide. Keyarch Acquisition Corporation was incorporated in 2021 and is based in New York, New York.",275 Madison Avenue,New York,NY,10016,United States,40.751268077060246,-73.9798694169055,
GLLI,Financial Services,Shell Companies,,"Globalink Investment Inc. does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. It intends to identify and acquire business in the technology industry within the e-commerce and payments sectors in North America, Europe, South East Asia, and Asia excluding China, Hong Kong, and Macau. Globalink Investment Inc. was incorporated in 2021 and is based in New York, New York.",1180 Avenue of the Americas,New York,NY,10036,United States,40.75740815641237,-73.98201225045231,
ROSS,Financial Services,Shell Companies,https://www.rossacquisition2.com,"Ross Acquisition Corp II does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. Ross Acquisition Corp II was incorporated in 2021 and is based in Palm Beach, Florida.",1 Pelican Lane,Palm Beach,FL,33480,United States,26.692311981083975,-80.03860499711642,
ALSA,Financial Services,Shell Companies,,"Alpha Star Acquisition Corporation does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to focus on businesses in clean energy, internet and high technology, financial technology, health care, consumer and retail, energy and resources, manufacturing, and education sectors in Asia. The company was incorporated in 2021 and is based in New York, New York.",80 Broad Street,New York,NY,10004,United States,40.70427766102566,-74.01171360817352,
BCSA,Financial Services,Shell Companies,https://www.blockchaincac1.com,"Blockchain Coinvestors Acquisition Corp. I does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses in the financial services, technology, and other sectors of the economy that are being enabled by emerging applications of blockchain. The company was incorporated in 2021 and is based in Grand Cayman, the Cayman Islands.",Boundary Hall Cricket Square,Grand Cayman,,KY1-1102,Cayman Islands,19.29281590900007,-81.36769499999997,
ROCL,Financial Services,Shell Companies,https://rocl.rothch.com,"Roth Ch Acquisition V Co. does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. It intends to identify business opportunities in the field of business services, consumer, healthcare, wellness, technology, and sustainability sectors. Roth Ch Acquisition V Co. was incorporated in 2020 and is based in Newport Beach, California.",888 San Clemente Drive,Newport Beach,CA,92660,United States,33.6217159934443,-117.87976601993654,
WINV,Financial Services,Shell Companies,,"WinVest Acquisition Corp. does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses or entities. It intends to complete an initial business combination with Insight Guru Inc., a business, financial data analytics, and technology company. The company was incorporated in 2021 and is based in Cambridge, Massachusetts.",125 Cambridgepark Drive,Cambridge,MA,02140,United States,42.3952387843259,-71.14581007098118,
TGVC,Financial Services,Shell Companies,,"TG Venture Acquisition Corp. does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to focus on the technology industries primarily within the space technology, financial technology, technology, media and telecom, and related sectors in the United States and other developed countries. The company was incorporated in 2021 and is based in San Francisco, California.",1390 Market Street,San Francisco,CA,94102,United States,37.7772330016723,-122.41741499976135,
WEL,Financial Services,Shell Companies,https://www.integratedwellnessholdings.com,"Integrated Wellness Acquisition Corp does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization, or similar business combination with one or more businesses or entities in the health, nutrition, fitness, wellness, and beauty sectors. Integrated Wellness Acquisition Corp was incorporated in 2021 and is based in Florida, New York.",148 North Main Street,Florida,NY,10921,United States,41.33665084901111,-74.35903268603563,
FEXD,Financial Services,Shell Companies,https://www.fintechecosys.com,"Fintech Ecosystem Development Corp. does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to acquire companies in the financial technology development sector in South Asia. Fintech Ecosystem Development Corp. was incorporated in 2021 and is based in Collegeville, Pennsylvania.",100 Springhouse Drive,Collegeville,PA,19426,United States,40.163434981444595,-75.47584601467283,
ADRT,Financial Services,Shell Companies,https://aultdisruptive.com,"Ault Disruptive Technologies Corporation does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses in technology sector. Ault Disruptive Technologies Corporation was incorporated in 2021 and is based in Las Vegas, Nevada.",11411 Southern Highlands Parkway,Las Vegas,NV,89141,United States,35.98209701757044,-115.19182302765168,
ANZU,Financial Services,Shell Companies,https://www.anzuspac.com,"Anzu Special Acquisition Corp I does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. It intends to identify business opportunities in the field of industrial applications. Anzu Special Acquisition Corp I was incorporated in 2020 and is based in Tampa, Florida. Anzu Special Acquisition Corp I operates as a subsidiary of Anzu SPAC GP I LLC.",12610 Race Track Road,Tampa,FL,33626,United States,28.067043008314002,-82.63739898923663,
LVAC,Financial Services,Shell Companies,https://www.lavamedtechacquisition.com,"LAVA Medtech Acquisition Corp. does not have significant operations. It intends to acquire assets and businesses through a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2021 and is based in Waltham, Massachusetts. LAVA Medtech Acquisition Corp. is a subsidiary of LAVA Medtech Sponsor LP.",303 Wyman Street,Waltham,MA,02451,United States,42.406908153745775,-71.25547151605387,
INTE,Financial Services,Shell Companies,https://www.integralacquisition.com,"Integral Acquisition Corporation 1 does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the technology-oriented company in Australia and New Zealand. Integral Acquisition Corporation 1 was incorporated in 2021 and is based in New York, New York.",667 Madison Avenue,New York,NY,10065,United States,40.76462166419469,-73.97023936452821,
LHC,Financial Services,Shell Companies,https://leoholdings.com,"Leo Holdings Corp. II does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2020 and is based in Nassau, the Bahamas.","Albany Financial Center, South Ocean Boulevard",Nassau,,,Bahamas,25.01147236911997,-77.52150263114525,
MBAC,Financial Services,Shell Companies,https://www.m3-brigade.com,"M3-Brigade Acquisition II Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other similar business combination with one or more businesses. The company was incorporated in 2020 and is based in New York, New York.",1700 Broadway,New York,NY,10019,United States,40.76335008757346,-73.98240125457868,
NSTD,Financial Services,Shell Companies,https://www.northernstaric4.com,"Northern Star Investment Corp. IV does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2020 and is based in New York, New York.",The Chrysler Building,New York,NY,10174,United States,40.751630000000034,-73.97535999999997,
AOGO,Financial Services,Shell Companies,https://arogocapital.com,"Arogo Capital Acquisition Corp. does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. It intends to focus on businesses in transportation and technology industries within the electric vehicles technology, smart mobility, or sustainable transportation. Arogo Capital Acquisition Corp. was incorporated in 2021 and is based in Miami, Florida.",Penthouse 5,Miami,FL,33131,United States,25.76902300000006,-80.19184499999994,
LCA,Financial Services,Shell Companies,,"Landcadia Holdings IV, Inc. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the dining, hospitality, entertainment, and gaming industries. The company was formerly known as JFG Holding I LLC. Landcadia Holdings IV, Inc. was incorporated in 2020 and is based in Houston, Texas.",1510 West Loop South,Houston,TX,77027,United States,29.75248900696286,-95.45657399830249,
VSAC,Financial Services,Shell Companies,,"Vision Sensing Acquisition Corp. does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to focus on companies with operations in vision sensing technologies, including hardware chip solutions, VST-related application software, artificial intelligence, and other peripheral technologies that assist to integrate and/or supplement VST applications. The company was incorporated in 2021 and is based in Miami, Florida.",78 SW 7th Street,Miami,FL,33130,United States,25.76715099428182,-80.19376500518702,
FRLA,Financial Services,Shell Companies,,"Fortune Rise Acquisition Corporation does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2021 and is based in Clearwater, Florida.",13575 58th Street North,Clearwater,FL,33760,United States,27.89529399848324,-82.71163297943382,
GSD,Financial Services,Shell Companies,https://gsd.xyz,"Global System Dynamics, Inc. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company focuses its search on the farming and agricultural sectors, including farming related operations and businesses that support the farming industry. The company was formerly known as Gladstone Acquisition Corporation. Global System Dynamics, Inc. was incorporated in 2021 and is based in McLean, Virginia.",1521 Westbranch Drive,McLean,VA,22102,United States,38.92716905517838,-77.22076077816112,
PLMI,Financial Services,Shell Companies,https://plumpartners.com,"Plum Acquisition Corp. I does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. Plum Acquisition Corp. I was incorporated in 2021 and is based in San Francisco, California.",2021 Fillmore Street,San Francisco,CA,94115,United States,37.78821199563714,-122.43398199902566,
TLGA,Financial Services,Shell Companies,https://tlgacquisitions.com,"TLG Acquisition One Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2020 and is based in West Palm Beach, Florida.",515 North Flagler Drive,West Palm Beach,FL,33401,United States,26.71733401562895,-80.0514550414176,
FSRX,Financial Services,Shell Companies,https://fsrx.finservacquisition.com,"FinServ Acquisition Corp. II does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company intends to focus its efforts in identifying businesses in the FinTech and financial services industries. FinServ Acquisition Corp. II was incorporated in 2020 and is based in New York, New York.",1345 Avenue of the Americas,New York,NY,10105,United States,40.762657264410244,-73.97847653282332,
PIAI,Financial Services,Shell Companies,https://ir.primeimpactcapital.com,"Prime Impact Acquisition I does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. Prime Impact Acquisition I was incorporated in 2020 and is based in San Jose, California. Prime Impact Acquisition I is a subsidiary of Prime Impact Cayman, LLC.",123 E San Carlos Street,San Jose,CA,95112,United States,37.33322498264407,-121.88486298633966,
FRXB,Financial Services,Shell Companies,https://www.spacroadtwo.com,"Forest Road Acquisition Corp. II does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. It intends to identify businesses in the areas of technology, media, and telecommunications industry. The company was formerly known as Forest Road Acquisition Corp. III and changed its name to Forest Road Acquisition Corp. II in January 2021. Forest Road Acquisition Corp. II was incorporated in 2020 and is based in New York, New York.",1177 Avenue of the Americas,New York,NY,10036,United States,40.75716260855884,-73.98265128675041,
TWLV,Financial Services,Shell Companies,https://twelveseasspac.com,"Twelve Seas Investment Company II does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. Twelve Seas Investment Company II was incorporated in 2020 and is based in New York, New York.",228 Park Avenue S.,New York,NY,10003-1502,United States,40.737560815521306,-73.98850101697654,
LIVB,Financial Services,Shell Companies,https://www.livcapitalspac.mx/livcapitalspac-ii.html,"LIV Capital Acquisition Corp. II does not have significant operations. It focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2021 and is based in Mexico City, Mexico.",Torre Virreyes,Mexico City,DF,11040,Mexico,19.425080000000037,-99.20352999999994,
FZT,Financial Services,Shell Companies,https://www.fastacq.com,"FAST Acquisition Corp. II does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to focus on the restaurant, hospitality, and related sectors in North America. FAST Acquisition Corp. II was incorporated in 2020 and is based in Ridgefield, Connecticut.",109 Old Branchville Road,Ridgefield,CT,06877,United States,41.266602990807314,-73.4650280296174,
IOAC,Financial Services,Shell Companies,,"Innovative International Acquisition Corp. does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or other similar business transaction with one or more businesses in consumer technology, healthcare, information technology services, and enterprise software as a service. The company was incorporated in 2021 and is based in Dana Point, California.",24681 La Plaza,Dana Point,CA,92629,United States,33.46861399406038,-117.69911203426267,
SGHL,Financial Services,Shell Companies,https://www.signalhillacquisitioncorp.com,"Signal Hill Acquisition Corp. does not have significant operations. The company intends to effect a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more businesses. It focusses its search on direct-to-consumer media, technology, or emerging digital enterprise focused businesses. Signal Hill Acquisition Corp. was incorporated in 2021 and is based in Wilmington, Delaware.",2810 North Church Street,Wilmington,DE,19802-8172,United States,39.752501994256164,-75.52877697885445,
GFX,Financial Services,Shell Companies,https://www.goldenfalconcorp.com,"Golden Falcon Acquisition Corp. does not have significant operations. It focuses effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2020 and is based in Newark, Delaware. Golden Falcon Acquisition Corp. operates as a subsidiary of Golden Falcon Sponsor Group, LLC.",850 Library Avenue,Newark,DE,19711,United States,39.680067011937524,-75.73654097306381,
GMFI,Financial Services,Shell Companies,https://www.aetheriumcorp.com,"Aetherium Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to focus on businesses in the education, training, and education technology industries primarily in Asia. Aetherium Acquisition Corp. was incorporated in 2021 and is based in Greenwich, Connecticut.",79B Pemberwick Road,Greenwich,CT,06831,United States,41.01919380276254,-73.65471260469947,
BWAQ,Financial Services,Shell Companies,,"Blue World Acquisition Corporation does not have significant operations. It focuses on entering into a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization, or similar business combination with one or more businesses or entities. The company intends to focus primarily on businesses in the marine leisure, cruise, marine infrastructure and engineering, general hospitality, travel and tourism, marine services, logistics and supply chain, offshore energy solutions, and related industry segments. Blue World Acquisition Corporation was incorporated in 2021 and is based in New York, New York.",244 Fifth Avenue,New York,NY,10001,United States,40.74458673631054,-73.98760767373611,
CSTA,Financial Services,Shell Companies,https://constellationacquisition.com,"Constellation Acquisition Corp I does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2020 and is based in New York, New York.",200 Park Avenue,New York,NY,33139,United States,40.75397362967672,-73.97640190738086,
DHCA,Financial Services,Shell Companies,https://www.dhcacquisition.partners,"DHC Acquisition Corp. does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company intends to focus its search on technology and technology-enabled business in the automotive, consumer, aerospace/defense, enterprise software, or E-commerce sectors. DHC Acquisition Corp. was incorporated in 2020 and is based in Southlake, Texas.",535 Silicon Drive,Southlake,TX,76092,United States,32.93331401559213,-97.1099009630782,
